Record_ID,Date,Time,Day,Is_Weekend,Location,Latitude,Longitude,Weather,Traffic_Volume,Average_Speed_kmph,Accident_Count,Congestion_Score,Congestion_Level,Risk_Score,Risk_Level
1291,2025-03-29,01:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,488,39.1,0,27.54,Low,22.92,Low
1292,2025-02-27,11:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,569,44.1,0,27.24,Low,22.56,Low
1293,2025-01-02,16:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,334,36.4,0,23.76,Low,19.9,Low
1294,2025-03-28,17:00,Friday,No,MG Road Junction,15.3647,75.1239,Rain,1292,27.5,2,70.28,High,69.4,High
1295,2025-03-12,20:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Rain,1119,21.8,1,64.4,High,59.12,Medium
1296,2025-02-28,09:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,772,42.6,0,35.44,Moderate,29.31,Low
1297,2025-01-25,11:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Clear,492,40.4,0,26.85,Low,22.33,Low
1298,2025-03-09,14:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Rain,353,37.9,0,23.48,Low,19.64,Low
1299,2025-01-15,05:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,425,39.4,0,25.1,Low,20.92,Low
1300,2025-03-28,10:00,Friday,No,Keshwapur,15.3565,75.1325,Clear,942,29.1,0,50.1,Moderate,41.64,Medium
1301,2025-01-27,21:00,Monday,No,Old Bus Stand,15.3502,75.138,Cloudy,1014,39.5,0,46.05,Moderate,38.07,Medium
1302,2025-01-31,10:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,590,39.4,0,30.99,Low,25.74,Low
1303,2025-01-07,23:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,650,52.2,0,24.98,Low,20.51,Low
1304,2025-01-26,09:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,753,34.7,0,39.79,Moderate,33.06,Low
1305,2025-04-07,11:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,532,38.3,0,29.61,Low,24.64,Low
1306,2025-03-15,20:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Cloudy,654,35.7,0,35.62,Moderate,29.63,Low
1307,2025-03-27,00:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,340,42.8,0,19.9,Low,16.58,Low
1308,2025-01-19,22:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Rain,515,42.4,0,26.4,Low,21.91,Low
1309,2025-03-13,04:00,Thursday,No,Airport Road,15.3705,75.096,Fog,340,39.5,1,25.33,Low,26.72,Low
1310,2025-01-30,05:00,Thursday,No,Old Bus Stand,15.3502,75.138,Rain,569,29.4,0,36.6,Moderate,30.58,Low
1311,2025-04-22,17:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,990,39.6,1,48.47,Moderate,45.64,Medium
1312,2025-03-08,15:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,407,45.3,0,20.7,Low,17.18,Low
1313,2025-01-06,09:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1061,35.8,0,50.09,Moderate,41.46,Medium
1314,2025-03-18,21:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,1003,31.9,0,50.5,Moderate,41.89,Medium
1315,2025-02-27,18:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,845,34.3,0,43.33,Moderate,35.97,Medium
1316,2025-01-29,20:00,Wednesday,No,Keshwapur,15.3565,75.1325,Cloudy,895,36.6,1,46.99,Moderate,44.51,Medium
1317,2025-02-28,02:00,Friday,No,Airport Road,15.3705,75.096,Clear,554,38.4,0,30.34,Low,25.23,Low
1318,2025-02-03,01:00,Monday,No,Vidya Nagar,15.37,75.119,Fog,579,37.5,1,35.13,Moderate,34.79,Low
1319,2025-01-02,04:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,450,39.6,0,25.86,Low,21.54,Low
1320,2025-01-07,04:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,198,37.6,0,18.14,Low,15.27,Low
1321,2025-02-24,23:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,434,37.0,0,26.94,Low,22.49,Low
1322,2025-03-27,18:00,Thursday,No,Gokul Road,15.3652,75.1106,Rain,1072,23.8,0,58.12,Moderate,48.32,Medium
1323,2025-04-24,11:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,242,43.7,1,19.16,Low,21.56,Low
1324,2025-02-17,08:00,Monday,No,Vidya Nagar,15.37,75.119,Rain,888,32.0,0,46.33,Moderate,38.48,Medium
1325,2025-01-08,18:00,Wednesday,No,Keshwapur,15.3565,75.1325,Rain,957,30.5,0,49.75,Moderate,41.31,Medium
1326,2025-04-29,22:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,593,41.9,0,29.5,Low,24.46,Low
1327,2025-04-27,07:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,985,33.9,1,51.92,Moderate,48.61,Medium
1328,2025-02-22,02:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,413,41.6,1,26.6,Low,27.7,Low
1329,2025-02-25,13:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,930,42.6,0,41.08,Moderate,33.92,Low
1330,2025-01-05,01:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,122,51.2,0,6.77,Low,5.64,Low
1331,2025-01-03,06:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Clear,423,44.0,0,22.1,Low,18.35,Low
1332,2025-04-22,06:00,Tuesday,No,Vidya Nagar,15.37,75.119,Rain,415,41.1,0,23.66,Low,19.7,Low
1333,2025-04-23,23:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Fog,500,25.6,2,43.22,Moderate,47.3,Medium
1334,2025-02-01,13:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,371,39.8,0,22.91,Low,19.12,Low
1335,2025-01-17,21:00,Friday,No,Gokul Road,15.3652,75.1106,Cloudy,1023,32.6,0,50.77,Moderate,42.09,Medium
1336,2025-03-30,04:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Cloudy,455,38.7,0,26.61,Low,22.18,Low
1337,2025-02-24,16:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,287,38.0,0,21.06,Low,17.65,Low
1338,2025-03-16,09:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,671,40.7,1,36.38,Moderate,35.73,Medium
1339,2025-02-01,06:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Cloudy,433,47.8,0,20.04,Low,16.57,Low
1340,2025-03-15,10:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Cloudy,568,40.4,0,29.56,Low,24.55,Low
1341,2025-01-16,04:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,205,47.9,1,15.17,Low,18.19,Low
1342,2025-03-26,10:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Rain,965,30.0,0,50.35,Moderate,41.82,Medium
1343,2025-01-21,01:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,338,41.7,0,20.53,Low,17.12,Low
1344,2025-04-04,16:00,Friday,No,Airport Road,15.3705,75.096,Clear,354,47.0,0,17.73,Low,14.7,Low
1345,2025-01-07,09:00,Tuesday,No,Airport Road,15.3705,75.096,Cloudy,668,33.4,0,37.59,Moderate,31.29,Low
1346,2025-03-05,12:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,407,35.1,0,27.19,Low,22.74,Low
1347,2025-03-30,08:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,742,32.3,0,40.93,Moderate,34.05,Low
1348,2025-04-26,00:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,274,47.8,0,14.36,Low,11.93,Low
1349,2025-04-08,15:00,Tuesday,No,Gokul Road,15.3652,75.1106,Cloudy,501,41.7,0,26.34,Low,21.88,Low
1350,2025-02-13,08:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,951,36.8,0,45.52,Moderate,37.7,Medium
1351,2025-03-11,08:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,899,42.7,0,39.91,Moderate,32.96,Low
1352,2025-02-21,16:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,431,37.6,0,26.46,Low,22.08,Low
1353,2025-01-03,12:00,Friday,No,Airport Road,15.3705,75.096,Clear,345,48.2,1,19.97,Low,22.12,Low
1354,2025-02-09,02:00,Sunday,Yes,Airport Road,15.3705,75.096,Fog,364,33.6,0,26.61,Low,22.3,Low
1355,2025-03-10,07:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,983,32.7,0,49.28,Moderate,40.87,Medium
1356,2025-03-29,01:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Fog,403,35.0,1,30.44,Low,31.01,Low
1357,2025-01-02,00:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,209,46.2,0,13.06,Low,10.9,Low
1358,2025-02-14,06:00,Friday,No,MG Road Junction,15.3647,75.1239,Fog,619,30.9,0,37.43,Moderate,31.22,Low
1359,2025-01-06,10:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,953,37.7,0,45.02,Moderate,37.27,Medium
1360,2025-02-22,04:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,464,42.2,0,24.71,Low,20.53,Low
1361,2025-01-05,11:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,431,41.5,0,23.97,Low,19.95,Low
1362,2025-01-08,03:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,396,41.1,1,26.31,Low,27.48,Low
1363,2025-03-02,18:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Cloudy,857,37.5,1,45.06,Moderate,42.9,Medium
1364,2025-01-05,05:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,309,38.5,0,21.53,Low,18.02,Low
1365,2025-04-18,03:00,Friday,No,Gokul Road,15.3652,75.1106,Cloudy,296,39.8,0,20.24,Low,16.93,Low
1366,2025-04-07,18:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1232,30.1,0,59.82,Moderate,49.56,Medium
1367,2025-03-10,04:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,238,47.0,0,13.59,Low,11.31,Low
1368,2025-02-13,08:00,Thursday,No,Gokul Road,15.3652,75.1106,Cloudy,1068,42.3,0,46.2,Moderate,38.11,Medium
1369,2025-01-14,17:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,857,35.9,0,42.74,Moderate,35.44,Medium
1370,2025-03-05,08:00,Wednesday,No,Airport Road,15.3705,75.096,Cloudy,567,33.3,0,34.05,Low,28.39,Low
1371,2025-01-01,11:00,Wednesday,No,Airport Road,15.3705,75.096,Cloudy,326,40.5,0,20.86,Low,17.43,Low
1372,2025-02-25,21:00,Tuesday,No,Vidya Nagar,15.37,75.119,Rain,950,33.0,0,47.91,Moderate,39.74,Medium
1373,2025-01-09,23:00,Thursday,No,Airport Road,15.3705,75.096,Clear,321,39.8,0,21.13,Low,17.66,Low
1374,2025-01-15,02:00,Wednesday,No,Keshwapur,15.3565,75.1325,Cloudy,688,33.6,1,41.51,Moderate,40.1,Medium
1375,2025-03-16,23:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Fog,219,39.7,0,17.55,Low,14.74,Low
1376,2025-04-23,20:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,983,36.8,0,46.67,Moderate,38.63,Medium
1377,2025-03-14,22:00,Friday,No,Airport Road,15.3705,75.096,Clear,484,35.7,0,29.56,Low,24.66,Low
1378,2025-03-04,20:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,1044,30.5,0,52.85,Moderate,43.85,Medium
1379,2025-04-11,21:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,895,41.0,0,40.85,Moderate,33.77,Low
1380,2025-01-30,13:00,Thursday,No,Vidya Nagar,15.37,75.119,Cloudy,436,45.6,0,21.54,Low,17.86,Low
1381,2025-02-20,23:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,555,35.8,0,32.03,Low,26.68,Low
1382,2025-04-15,17:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,1034,26.3,0,55.17,Moderate,45.85,Medium
1383,2025-02-16,08:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Rain,1010,30.6,1,54.91,Moderate,51.14,Medium
1384,2025-02-23,19:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,646,38.2,1,37.08,Moderate,36.36,Medium
1385,2025-01-21,08:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,838,37.6,0,40.98,Moderate,33.96,Low
1386,2025-03-07,01:00,Friday,No,Old Bus Stand,15.3502,75.138,Clear,424,44.9,0,21.56,Low,17.89,Low
1387,2025-01-02,22:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,569,36.6,0,32.02,Low,26.65,Low
1388,2025-02-02,09:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,841,35.1,0,42.68,Moderate,35.41,Medium
1389,2025-02-13,07:00,Thursday,No,Airport Road,15.3705,75.096,Clear,560,36.9,0,31.51,Low,26.23,Low
1390,2025-01-30,14:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Fog,446,30.6,0,31.45,Low,26.33,Low
1391,2025-01-17,16:00,Friday,No,Gokul Road,15.3652,75.1106,Rain,615,37.1,0,33.34,Low,27.72,Low
1392,2025-03-17,17:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,877,36.9,0,42.82,Moderate,35.48,Medium
1393,2025-01-11,09:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,529,34.7,0,31.8,Low,26.52,Low
1394,2025-01-17,06:00,Friday,No,Keshwapur,15.3565,75.1325,Cloudy,480,44.5,0,23.81,Low,19.74,Low
1395,2025-01-14,22:00,Tuesday,No,Airport Road,15.3705,75.096,Cloudy,463,40.4,0,25.82,Low,21.48,Low
1396,2025-01-27,04:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,373,46.1,1,22.31,Low,24.08,Low
1397,2025-01-06,16:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,328,39.6,0,21.51,Low,17.98,Low
1398,2025-04-24,23:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,155,42.2,0,13.68,Low,11.51,Low
1399,2025-03-05,09:00,Wednesday,No,Airport Road,15.3705,75.096,Cloudy,824,38.0,1,43.56,Moderate,41.67,Medium
1400,2025-02-04,10:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Fog,1118,20.7,1,65.06,High,59.69,Medium
1401,2025-01-31,06:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Clear,538,39.7,0,28.94,Low,24.06,Low
1402,2025-03-04,12:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Cloudy,694,33.9,1,41.53,Moderate,40.11,Medium
1403,2025-04-21,01:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,393,41.2,0,22.81,Low,19.0,Low
1404,2025-02-11,05:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,381,42.8,0,21.36,Low,17.78,Low
1405,2025-04-11,19:00,Friday,No,Unkal Lake Road,15.373,75.1115,Clear,838,36.9,0,41.43,Moderate,34.34,Low
1406,2025-02-08,22:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Clear,255,43.1,0,16.67,Low,13.94,Low
1407,2025-01-17,17:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,862,37.8,0,41.71,Moderate,34.55,Low
1408,2025-03-03,02:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,451,42.6,0,23.99,Low,19.93,Low
1409,2025-01-26,14:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Cloudy,508,40.9,0,27.1,Low,22.53,Low
1410,2025-02-24,00:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,313,41.3,0,19.89,Low,16.61,Low
1411,2025-02-19,06:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,312,48.1,0,15.53,Low,12.87,Low
1412,2025-04-22,03:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Rain,442,38.7,0,26.15,Low,21.8,Low
1413,2025-04-04,03:00,Friday,No,Keshwapur,15.3565,75.1325,Clear,358,39.1,1,26.23,Low,27.46,Low
1414,2025-02-16,17:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,867,39.0,0,41.13,Moderate,34.05,Low
1415,2025-01-06,10:00,Monday,No,Vidya Nagar,15.37,75.119,Cloudy,816,40.6,0,38.29,Moderate,31.68,Low
1416,2025-04-29,20:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1212,31.5,2,64.88,High,64.88,High
1417,2025-02-19,18:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,1140,32.7,0,54.88,Moderate,45.45,Medium
1418,2025-01-08,14:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,396,34.5,0,27.18,Low,22.75,Low
1419,2025-01-16,03:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,214,41.8,0,16.04,Low,13.45,Low
1420,2025-01-02,14:00,Thursday,No,Old Bus Stand,15.3502,75.138,Rain,631,38.0,1,36.67,Moderate,36.03,Medium
1421,2025-04-17,00:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,187,42.4,0,14.69,Low,12.33,Low
1422,2025-02-27,04:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,419,41.8,0,23.35,Low,19.44,Low
1423,2025-02-08,08:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,499,37.9,1,32.03,Low,32.23,Low
1424,2025-04-26,09:00,Saturday,Yes,Airport Road,15.3705,75.096,Cloudy,477,42.6,0,24.92,Low,20.69,Low
1425,2025-01-01,15:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,293,45.7,0,16.38,Low,13.63,Low
1426,2025-01-21,12:00,Tuesday,No,Gokul Road,15.3652,75.1106,Cloudy,373,44.7,0,19.87,Low,16.51,Low
1427,2025-03-02,09:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,936,31.0,0,48.68,Moderate,40.42,Medium
1428,2025-02-17,03:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,646,39.8,1,36.06,Moderate,35.49,Medium
1429,2025-01-13,22:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,714,44.8,1,35.31,Moderate,34.75,Low
1430,2025-01-31,18:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,1094,36.4,1,54.22,Moderate,50.43,Medium
1431,2025-01-23,17:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,1064,34.2,0,51.21,Moderate,42.42,Medium
1432,2025-04-13,13:00,Sunday,Yes,Airport Road,15.3705,75.096,Clear,376,35.3,0,25.96,Low,21.73,Low
1433,2025-01-11,10:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Rain,539,34.8,1,35.43,Moderate,35.09,Medium
1434,2025-02-01,14:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,342,50.0,0,15.39,Low,12.71,Low
1435,2025-03-17,04:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,650,44.6,1,33.15,Low,32.99,Low
1436,2025-02-24,01:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,385,44.7,0,20.3,Low,16.86,Low
1437,2025-03-09,23:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,478,38.7,0,27.43,Low,22.85,Low
1438,2025-03-21,18:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,1400,29.5,0,66.19,High,54.79,Medium
1439,2025-02-03,21:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,1171,30.5,1,60.72,High,55.89,Medium
1440,2025-01-02,04:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,606,43.7,1,32.15,Low,32.19,Low
1441,2025-02-09,21:00,Sunday,Yes,Airport Road,15.3705,75.096,Clear,447,43.3,0,23.4,Low,19.44,Low
1442,2025-03-26,16:00,Wednesday,No,Keshwapur,15.3565,75.1325,Clear,589,43.6,1,31.61,Low,31.75,Low
1443,2025-01-20,20:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,817,36.9,0,40.68,Moderate,33.73,Low
1444,2025-01-14,05:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,538,40.4,0,28.49,Low,23.67,Low
1445,2025-01-11,04:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,445,40.2,0,25.3,Low,21.07,Low
1446,2025-02-01,03:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,100,48.4,0,7.77,Low,6.52,Low
1447,2025-01-30,00:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,452,46.0,1,25.19,Low,26.44,Low
1448,2025-01-12,07:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,1126,35.8,0,52.41,Moderate,43.35,Medium
1449,2025-03-15,19:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,539,35.9,0,31.39,Low,26.16,Low
1450,2025-02-22,14:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,258,39.9,0,18.82,Low,15.77,Low
1451,2025-04-12,00:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,113,50.9,0,6.64,Low,5.54,Low
1452,2025-01-12,01:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Cloudy,211,45.9,0,13.32,Low,11.13,Low
1453,2025-02-08,08:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Clear,474,42.5,0,24.87,Low,20.66,Low
1454,2025-01-15,03:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,518,41.9,0,26.82,Low,22.27,Low
1455,2025-01-17,04:00,Friday,No,Airport Road,15.3705,75.096,Clear,415,49.5,0,18.31,Low,15.12,Low
1456,2025-04-20,08:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,816,35.3,1,44.99,Moderate,42.91,Medium
1457,2025-03-27,10:00,Thursday,No,Airport Road,15.3705,75.096,Clear,584,44.7,0,27.4,Low,22.67,Low
1458,2025-02-18,13:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,426,43.3,0,22.65,Low,18.82,Low
1459,2025-01-16,15:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Rain,654,27.9,0,40.59,Moderate,33.88,Low
1460,2025-03-26,17:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,683,35.6,0,36.72,Moderate,30.53,Low
1461,2025-04-09,19:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,637,37.1,0,34.13,Low,28.37,Low
1462,2025-01-07,01:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Clear,452,46.3,0,21.67,Low,17.94,Low
1463,2025-03-24,13:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,294,49.0,0,14.31,Low,11.86,Low
1464,2025-01-13,04:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,413,43.9,0,21.8,Low,18.11,Low
1465,2025-01-18,23:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,390,40.7,0,23.02,Low,19.19,Low
1466,2025-01-30,08:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Cloudy,1015,30.8,0,51.63,Moderate,42.84,Medium
1467,2025-03-25,06:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,519,45.6,1,27.84,Low,28.62,Low
1468,2025-04-20,16:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,457,36.8,0,27.89,Low,23.27,Low
1469,2025-01-17,14:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,402,42.2,0,22.49,Low,18.72,Low
1470,2025-02-10,03:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,399,52.1,0,16.09,Low,13.23,Low
1471,2025-04-04,02:00,Friday,No,Unkal Lake Road,15.373,75.1115,Clear,506,39.2,0,28.11,Low,23.39,Low
1472,2025-03-27,01:00,Thursday,No,Vidya Nagar,15.37,75.119,Rain,493,31.3,0,32.68,Low,27.32,Low
1473,2025-03-18,04:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,459,34.8,1,32.57,Low,32.76,Low
1474,2025-03-29,20:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Cloudy,900,45.6,0,38.1,Moderate,31.41,Low
1475,2025-02-09,02:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,341,44.8,0,18.66,Low,15.52,Low
1476,2025-01-30,13:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,710,35.1,0,38.0,Moderate,31.59,Low
1477,2025-02-03,14:00,Monday,No,Keshwapur,15.3565,75.1325,Cloudy,524,40.3,0,28.06,Low,23.32,Low
1478,2025-03-02,23:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,410,39.9,0,24.24,Low,20.21,Low
1479,2025-02-25,05:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,384,35.4,1,29.51,Low,30.24,Low
1480,2025-01-01,10:00,Wednesday,No,Gokul Road,15.3652,75.1106,Cloudy,1014,37.6,1,50.6,Moderate,47.43,Medium
1481,2025-02-15,05:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,242,44.9,0,15.06,Low,12.58,Low
1482,2025-03-19,20:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Rain,1212,29.7,1,62.69,High,57.53,Medium
1483,2025-04-05,17:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,801,37.3,0,39.85,Moderate,33.05,Low
1484,2025-04-19,19:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Clear,936,36.0,0,45.5,Moderate,37.7,Medium
1485,2025-02-02,03:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,399,33.7,0,27.8,Low,23.27,Low
1486,2025-03-08,10:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,725,42.0,0,34.15,Low,28.26,Low
1487,2025-03-08,23:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Cloudy,347,39.0,0,22.57,Low,18.86,Low
1488,2025-02-25,13:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,419,39.1,1,28.41,Low,29.24,Low
1489,2025-02-06,20:00,Thursday,No,Vidya Nagar,15.37,75.119,Cloudy,895,34.0,1,48.64,Moderate,45.92,Medium
1490,2025-02-27,21:00,Thursday,No,Old Bus Stand,15.3502,75.138,Rain,1297,17.5,1,73.49,High,66.66,High
1491,2025-01-10,09:00,Friday,No,Unkal Lake Road,15.373,75.1115,Rain,972,27.7,0,52.06,Moderate,43.28,Medium
1492,2025-02-04,08:00,Tuesday,No,Vidya Nagar,15.37,75.119,Rain,950,27.7,0,51.28,Moderate,42.63,Medium
1493,2025-04-05,09:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,821,35.5,0,41.71,Moderate,34.61,Low
1494,2025-02-09,00:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Cloudy,435,35.4,0,28.0,Low,23.39,Low
1495,2025-04-27,16:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,232,48.6,0,12.35,Low,10.27,Low
1496,2025-04-17,09:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,1033,35.8,1,52.42,Moderate,48.97,Medium
1497,2025-04-07,02:00,Monday,No,Old Bus Stand,15.3502,75.138,Cloudy,309,40.4,0,20.32,Low,16.99,Low
